joined,kind,link,location,market,name,,raised,size,stage,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric,followers,following
4/1/2015,Startup,https://angel.co/company/fresh-vine,Minneapolis,Nonprofits,Fresh Vine,,175000,10-Jan,Seed,freshvine.co,4.709589041,37158.23153,0,0,5,503,488
4/1/2012,Startup,https://angel.co/company/freshplanet,New York City,Mobile Games,FreshPlanet,,10750500,10-Jan,Series A,freshplanet.com,7.709589041,1394432.303,1,0,5,572,53
3/1/2013,Startup,https://angel.co/company/friendsvow1,Capetown,Social Media Platforms,FriendsVow,,100000,10-Jan,Seed,friendsvow.com,6.794520548,14717.74194,0,0,5,57,331
9/1/2012,Startup,https://angel.co/company/frissbi,Hyderabad,Big Data,Frissbi,,190000,10-Jan,Series A,frissbi.com,7.290410959,26061.63097,0,0,5,3,9
3/1/2013,Startup,https://angel.co/company/frrole,Palo Alto,Predictive Analytics,Frrole,,245000,Nov-50,Seed,frrole.ai,6.794520548,36058.46774,0,0,25,1444,192
8/1/2013,Startup,https://angel.co/company/frugoton,San Francisco,E-Commerce Platforms,Frugoton,,330000,10-Jan,Seed,frugoton.com,6.375342466,51761.92523,0,0,5,82,116
6/1/2014,Startup,https://angel.co/company/lovefruitful,London,Finance Technology,Fruitful,,600000,10-Jan,Seed,lovefruitful.com,5.542465753,108255.0667,0,0,5,0,0
9/1/2013,Startup,https://angel.co/company/fullcontour-1,Phoenix,Product Design,FullContour,,950000,10-Jan,Seed,fullcontour.com,6.290410959,151023.5192,0,0,5,0,0
8/1/2014,Startup,https://angel.co/company/fundedcity,London,Crowdfunding,Funded City,,575000,10-Jan,Seed,fundedcity.com,5.375342466,106969.9286,0,0,5,109,125
10/1/2012,Startup,https://angel.co/company/funnelfire,New York City,SaaS,FunnelFire,,225000,10-Jan,Seed,funnelfire.com,7.208219178,31214.36716,0,0,5,51,7
6/1/2016,Startup,https://angel.co/company/futbol-fit-club-1,Bogota,Fitness,Futbol Fit Club,,70000,10-Jan,Seed,futbolfitclub.com,3.539726027,19775.5418,0,0,5,132,263
2/1/2016,Startup,https://angel.co/company/futurefuel,Baltimore,Employer Benefits Programs,FutureFuel.io,,15685000,Nov-50,Seed,futurefuel.io,3.871232877,4051680.821,1,1,25,0,0
10/1/2013,Startup,https://angel.co/company/green-red,Bangladesh,Advertising Networks,G&amp;R,,150000,Nov-50,Seed,green-red.com,6.208219178,24161.51809,0,0,25,0,0
1/1/2015,Startup,https://angel.co/company/gamaya-1,Lausanne,Drones,GAMAYA,,3200000,Nov-50,Series A,gamaya.com,4.956164384,645660.586,1,0,25,1325,492
7/1/2013,Startup,https://angel.co/company/launchpad-central,San Francisco,Innovation Management,GLIDR,,1200000,Nov-50,Seed,glidr.io,6.460273973,185750.6361,0,0,25,1149,1530
11/1/2012,Startup,https://angel.co/company/goplaceit,Santiago,,GOPLACEIT.COM,,2230000,Nov-50,Series A,goplaceit.com,7.123287671,313057.6923,1,0,25,19500,14600
6/1/2014,Startup,https://angel.co/company/gopeppers,Delhi,Groceries,GOPeppers,,50000,Nov-50,Seed,gopeppers.com,5.542465753,9021.255561,0,0,25,75,310
2/1/2014,Startup,https://angel.co/company/groundfloor,Atlanta,Personal Finance,GROUNDFLOOR,,6050000,51-200,Series A,groundfloor.us,5.871232877,1030447.97,1,0,125,2181,1136
1/1/2013,Startup,https://angel.co/company/gainfully,San Francisco,Social Media,Gainfully,,2500000,10-Jan,Seed,gainful.ly,6.956164384,359393.462,1,0,5,1555,1396
4/1/2013,Startup,https://angel.co/company/gameffective,Tel Aviv-Yafo,Gamification,GamEffective,,10000000,51-200,Series A,gameffective.com,6.709589041,1490404.247,1,0,125,0,0
11/1/2012,Startup,https://angel.co/company/game-brokerage,Boston,Mobile Games,Game Brokerage,,40000,10-Jan,Seed,gamebrokerage.com,7.123287671,5615.384615,0,0,5,890,806
12/1/2012,Startup,https://angel.co/company/game-closure,Mountain View,Mobile Games,Game Closure,,12000000,Nov-50,Series A,gameclosure.com,7.04109589,1704280.156,1,0,25,1073,116
6/1/2013,Startup,https://angel.co/company/game-insight,Moscow,Networking,Game Insight,,25000000,501-1000,Series A,game-insight.com,6.542465753,3821189.28,1,1,750,622100,167
1/1/2013,Startup,https://angel.co/company/gameability,Santiago,Virtual Goods,GameAbility,,15000,10-Jan,Seed,willager.com,6.956164384,2156.360772,0,0,5,0,0
11/1/2015,Startup,https://angel.co/company/gamesportsnetwork-1,Los Altos,Fantasy Sports,GameSportsNetwork,,4300000,Nov-50,Seed,hotroster.com,4.123287671,1042857.143,1,0,25,5428,6248
10/1/2012,Startup,https://angel.co/company/gamewisp,Denver,Crowdfunding,GameWisp,,118000,Nov-50,Seed,gamewisp.com,7.208219178,16370.20144,0,0,25,6408,163
2/1/2013,Startup,https://angel.co/company/gameleon,Sofia,Application Platforms,Gameleon,,64000,10-Jan,Seed,gameleon.co,6.871232877,9314.194577,0,0,5,82,142
2/1/2013,Startup,https://angel.co/company/gamer-guides,Manchester,EBooks,Gamer Guides,,308000,10-Jan,Seed,gamerguides.com,6.871232877,44824.5614,0,0,5,23,206
2/1/2013,Startup,https://angel.co/company/gamerius,Fayetteville,Mobile Games,Gamerius,,20000,10-Jan,Seed,gamerius.com,6.871232877,2910.685805,0,0,5,14,0
5/1/2013,Startup,https://angel.co/company/gamevy,London,Gambling,Gamevy,,500000,51-200,Seed,gamevy.com,6.62739726,75444.39851,0,0,125,7648,135
6/1/2016,Startup,https://angel.co/company/gamex-io,Dublin,Big Data Analytics,Gamex.io,,100000,10-Jan,Seed,gamex.io,3.539726027,28250.77399,0,0,5,2781,402
3/1/2014,Startup,https://angel.co/company/gaming-live,Warsaw,Social Media Platforms,Gaming Live,,27000,Nov-50,Seed,gaminglive.tv,5.794520548,4659.574468,0,0,25,6,13
1/1/2014,Startup,https://angel.co/company/gastrofy,Stockholm,Groceries,Gastrofy,,506160,10-Jan,Seed,gastrofy.se,5.956164384,84980.86477,0,0,5,385,545
5/1/2013,Startup,https://angel.co/company/geddit,Palo Alto,K-12 Education,Geddit,,100000,10-Jan,Seed,letsgeddit.com,6.62739726,15088.8797,0,0,5,1110,1006
7/1/2011,Startup,https://angel.co/company/geekatoo,San Francisco,Bridging Online and Offline,Geekatoo,,2950000,Nov-50,Seed,geekatoo.com,8.463013699,348575.5908,1,0,25,399,106
11/1/2012,Startup,https://angel.co/company/geekybuddha,Bengaluru,Electronics,Geekybuddha,,10000,10-Jan,Seed,geekybuddha.com,7.123287671,1403.846154,0,0,5,209,506
5/1/2013,Startup,https://angel.co/company/geewa,Prague,Mobile Games,Geewa,,6400000,51-200,Seed,corporate.geewa.com,6.62739726,965688.301,1,0,125,660,155
2/1/2014,Startup,https://angel.co/company/gem,Los Angeles,Blockchains,Gem,,20882492,Nov-50,Series A,gem.co,5.871232877,3556747.354,1,1,25,4538,587
8/1/2015,Startup,https://angel.co/company/genially,Spain,Presentations,Genially,,1398000,Nov-50,Seed,genial.ly,4.375342466,319517.846,0,0,25,5650,3254
9/1/2015,Startup,https://angel.co/company/genies,Los Angeles,News,Genies,,16500000,Nov-50,Series A,genies.com,4.290410959,3845785.441,1,1,25,0,0
4/1/2012,Startup,https://angel.co/company/genoatelepsychiatry,New York City,Video Chat,Genoa Healthcare Telepsychiatry,,1700000,Nov-50,Seed,genoatelepsychiatry.com,7.709589041,220504.6198,0,0,25,460,227
4/1/2013,Startup,https://angel.co/company/geomoby,Perth,Location Based Services,GeoMoby,,390000,10-Jan,Seed,geomoby.com,6.709589041,58125.76562,0,0,5,806,1455
8/1/2011,Startup,https://angel.co/company/georama,Mountain View,Video Streaming,Georama,,1725000,Nov-50,Seed,georama.com,8.378082192,205894.3754,0,0,25,2,0
5/1/2015,Startup,https://angel.co/company/qnect,South East Asia,Ticketing,Get (previously Qnect),,500000,10-Jan,Seed,useget.com,4.62739726,108052.1018,0,0,5,0,0
10/1/2013,Startup,https://angel.co/company/gethealthy-2,-,Mobile Health,GetHealthy,,200000,10-Jan,Seed,gethealthy.com,6.208219178,32215.35746,0,0,5,1536,1838
9/1/2013,Startup,https://angel.co/company/getoutfitted,Colorado Springs,Outdoors,GetOutfitted,,670000,10-Jan,Seed,GetOutfitted.com,6.290410959,106511.324,0,0,5,1165,1989
3/1/2012,Startup,https://angel.co/company/getsocial,Lisbon,Social Media,GetSocial,,700000,10-Jan,Seed,getsocial.io,7.794520548,89806.67838,0,0,5,10300,1172
11/1/2013,Startup,https://angel.co/company/visage-payroll,Dallas,Finance Technology,Gig Wage,,2200000,10-Jan,Seed,gigwage.com,6.123287671,359284.1163,1,0,5,454,371
7/1/2012,Startup,https://angel.co/company/giggem,-,Social Recruiting,Giggem,,800000,10-Jan,Seed,giggem.com,7.460273973,107234.6676,0,0,5,2430,2422
8/1/2013,Startup,https://angel.co/company/gigster,San Francisco,Web Development,Gigster,,10000000,51-200,Series A,gigster.com,6.375342466,1568543.189,1,0,125,3145,335
10/1/2013,Startup,https://angel.co/company/gigwell,San Francisco,Entertainment Industry,Gigwell (YC W16),,2600000,Nov-50,Seed,gigwell.com,6.208219178,418799.647,1,0,25,579,557
1/1/2013,Startup,https://angel.co/company/gigzolo,New York City,Events,Gigzolo,,400000,10-Jan,Seed,gigzolo.com,6.956164384,57502.95392,0,0,5,230,130
3/1/2013,Startup,https://angel.co/company/gillbus,Moscow,Online Travel,GillBus,,3000000,51-200,Series A,gillbus.com,6.794520548,441532.2581,1,0,125,0,0
4/1/2012,Startup,https://angel.co/company/gipis,-,Fitness,Gipis,,300000,10-Jan,Seed,gip.is,7.709589041,38912.57996,0,0,5,0,0
8/1/2011,Startup,https://angel.co/company/giving-assistant,San Francisco,Loyalty Programs,Giving Assistant,,1500000,Nov-50,Seed,givingassistant.org,8.378082192,179038.5873,0,0,25,0,0
10/1/2011,Startup,https://angel.co/company/glamping-hub,San Francisco,Online Reservations,Glamping Hub,,1300000,Nov-50,Series A,glampinghub.com,8.210958904,158324.9917,0,0,25,14500,1813
11/1/2014,Startup,https://angel.co/company/glance-7,Tel Aviv-Yafo,iPhone,Glance,,250000,10-Jan,Seed,useglance.com,5.123287671,48796.79144,0,0,5,155,365
8/1/2012,Startup,https://angel.co/company/glassy-pro,Valencia,Quantified Self,Glassy,,810000,10-Jan,Seed,glassy.pro,7.375342466,109825.4086,0,0,5,1122,895
6/1/2012,Startup,https://angel.co/company/gliph,San Mateo,Social Media Platforms,Gliph,,65000,10-Jan,Seed,gli.ph,7.542465753,8617.871413,0,0,5,2149,767
6/1/2014,Startup,https://angel.co/company/globaloria,New York City,Educational Games,Globaloria,,2100000,Nov-50,Seed,globaloria.com,5.542465753,378892.7336,1,0,25,0,0
10/1/2011,Startup,https://angel.co/company/globecon-group-1,New Jersey,Human Resources,Globecon Group,,1250000,Nov-50,Seed,achievelive.com,8.210958904,152235.5689,0,0,25,0,0
5/1/2014,Startup,https://angel.co/company/glucovation,Carlsbad,Medical Devices,Glucovation,,3650000,10-Jan,Series A,glucovation.com,5.62739726,648612.4635,1,0,5,0,0
2/1/2014,Startup,https://angel.co/company/gobeme,San Francisco,Training,GoBeMe,,800000,Nov-50,Seed,gobe.me,5.871232877,136257.5828,0,0,25,102,383
10/1/2012,Startup,https://angel.co/company/gobooks,Rio de Janeiro,Sustainability,GoBooks,,650000,10-Jan,Seed,gobooks.com.br,7.208219178,90174.83846,0,0,5,0,0
7/1/2015,Startup,https://angel.co/company/gogig,Fort Lauderdale,Human Resources,GoGig,,743000,Nov-50,Seed,gogig.com,4.460273973,166581.6953,0,0,25,153,154
12/1/2015,Startup,https://angel.co/company/gokid,Detroit,Productivity Software,GoKid,,2050000,10-Jan,Seed,gokid.mobi,4.04109589,507288.1356,1,0,5,2237,2221
12/1/2015,Startup,https://angel.co/company/gomotive-1,Seattle,Fitness,GoMotive,,225000,10-Jan,Seed,gomotive.com,4.04109589,55677.9661,0,0,5,717,1513
4/1/2016,Startup,https://angel.co/company/gopetie,Boston,Mobile Commerce,GoPetie,,550000,10-Jan,Seed,gopetie.com,3.706849315,148373.9837,0,0,5,92,47
6/1/2013,Startup,https://angel.co/company/goprezzo,New York City,Mobile Advertising,GoPrezzo,,1150000,10-Jan,Seed,goprezzo.com,6.542465753,175774.7069,0,0,5,266,468
12/1/2015,Startup,https://angel.co/company/goshare,Fortaleza,Moving,GoShare,,25000,Nov-50,Seed,goshare.co,4.04109589,6186.440678,0,0,25,672,120
3/1/2017,Startup,https://angel.co/company/gostudent-1,Vienna,K-12 Education,GoStudent,,2700000,Nov-50,Seed,gostudent.org,2.791780822,967124.632,1,0,25,0,0
3/1/2014,Startup,https://angel.co/company/golfalong,Charleston,Social Media Platforms,Golfalong,,300000,10-Jan,Seed,golfalong.com,5.794520548,51773.04965,0,0,5,0,0
8/1/2013,Startup,https://angel.co/company/gondola,New York City,Freemium,Gondola,,200000,10-Jan,Seed,gondola.io,6.375342466,31370.86377,0,0,5,7,6
6/1/2014,Startup,https://angel.co/company/goodmouth,New York City,Subscription Businesses,GoodMouth,,1005000,10-Jan,Seed,goodmouth.com,5.542465753,181327.2368,0,0,5,200,239
5/1/2014,Startup,https://angel.co/company/goodorama,Bali,Social Games,Goodorama,,50000,10-Jan,Seed,goodorama.com,5.62739726,8885.10224,0,0,5,0,0
4/1/2013,Startup,https://angel.co/company/goodwerp,New York City,Small and Medium Businesses,Goodwerp,,50000,10-Jan,Seed,goodwerp.com,6.709589041,7452.021233,0,0,5,149,47
4/1/2014,Startup,https://angel.co/company/goorulive,Miami,Video Streaming,Gooru,,2000000,Nov-50,Seed,gooru.live,5.709589041,350287.9079,0,0,25,0,0
3/1/2015,Startup,https://angel.co/company/gorgias,San Francisco,Productivity Software,Gorgias,,17300000,Nov-50,Series A,gorgias.io,4.794520548,3608285.714,1,1,25,1216,915
6/1/2013,Startup,https://angel.co/company/gotit,Hanoi,Real Time,Got It,,12300000,51-200,Series A,got-it.ai,6.542465753,1880025.126,1,1,125,0,0
8/1/2013,Startup,https://angel.co/company/gotgame,San Francisco,Messaging,GotGame,,500000,10-Jan,Series A,youtube.com,6.375342466,78427.15943,0,0,5,0,0
4/1/2016,Startup,https://angel.co/company/gozio,San Francisco,Indoor Positioning,Gozio Health,,950000,Nov-50,Seed,goziohealth.com,3.706849315,256282.3356,0,0,25,631,980
9/1/2015,Startup,https://angel.co/company/go-popup,Berlin,,Go—PopUp,,1100000,Nov-50,Seed,gopopup.com,4.290410959,256385.696,0,0,25,1519,1406
4/1/2014,Startup,https://angel.co/company/gpredictive,Hamburg,Predictive Analytics,Gpredictive,,3030000,Nov-50,Seed,gpredictive.com,5.709589041,530686.1804,1,0,25,980,1318
4/1/2015,Startup,https://angel.co/company/gradehub,Orange County,K-12 Education,GradeHub,,800000,10-Jan,Seed,gradehub.com,4.709589041,169866.2013,0,0,5,131,648
11/1/2014,Startup,https://angel.co/company/gradescope,Berkeley,Higher Education,Gradescope,,2600000,Nov-50,Seed,gradescope.com,5.123287671,507486.631,1,0,25,1018,424
8/1/2013,Startup,https://angel.co/company/grandata,Palo Alto,Banking,Grandata,,1500000,Nov-50,Seed,grandata.com,6.375342466,235281.4783,0,0,25,2081,10
6/1/2011,Startup,https://angel.co/company/granify,Austin,Optimization,Granify,,8500000,Nov-50,Series A,granify.com,8.545205479,994709.8429,1,0,25,1288,644
2/1/2017,Startup,https://angel.co/company/graphistry-1,Oakland,Enterprise Security,Graphistry,,1500000,10-Jan,Seed,graphistry.com,2.868493151,522922.6361,0,0,5,2963,42
3/1/2016,Startup,https://angel.co/company/gratzi,San Francisco,,Gratzi,,250000,10-Jan,Seed,gratzi.us,3.791780822,65932.08092,0,0,5,0,0
9/1/2015,Startup,https://angel.co/company/gravityrd,Special Capital Region of Jakarta,Predictive Analytics,Gravity R&amp;D,,3000000,Nov-50,Seed,gravityrd.com,4.290410959,699233.7165,1,0,25,426,189
10/1/2015,Startup,https://angel.co/company/greenspace,Kelowna,Technology,Greenspace Mental Health,,1500000,Nov-50,Seed,greenspacehealth.ca,4.208219178,356445.3125,0,0,25,0,0
7/1/2013,Startup,https://angel.co/company/greenz,Palo Alto,Mobile Payments,Greenz,,70000,10-Jan,Seed,greenz.io,6.460273973,10835.45377,0,0,5,61,112
2/1/2014,Startup,https://angel.co/company/gridle,Ahmedabad,Productivity Software,Gridle.one,,20000,Nov-50,Seed,gridle.one,5.871232877,3406.439571,0,0,25,0,0
2/1/2013,Startup,https://angel.co/company/grimm-bros,Madera,Mobile Games,Grimm Bros,,300000,10-Jan,Seed,grimm-bros.com,6.871232877,43660.28708,0,0,5,1647,317
12/1/2012,Startup,https://angel.co/company/gripeo,Buffalo,Customer Service,GripeO | ReSolve Social,,250000,10-Jan,Seed,gripeo.com,7.04109589,35505.83658,0,0,5,0,0
11/1/2013,Startup,https://angel.co/company/groove,Newport,Customer Service,Groove,,1000000,10-Jan,Seed,groovehq.com,6.123287671,163310.962,0,0,5,592,0
1/1/2014,Startup,https://angel.co/company/poweredbygrow,Vancouver,Fin Tech,Grow.,,10200000,Nov-50,Seed,poweredbygrow.com,5.956164384,1712511.5,1,0,25,1988,1007
9/1/2014,Startup,https://angel.co/company/growbots,San Francisco,Lead Generation,Growbots,,3100000,51-200,Seed,growbots.com,5.290410959,585965.8208,1,0,125,1258,396
8/1/2013,Startup,https://angel.co/company/gruvit-1,Berlin,Events,GruvIt,,35000,10-Jan,Seed,gruvit.com,6.375342466,5489.90116,0,0,5,316,517
2/1/2013,Startup,https://angel.co/company/guardian-watch,North Augusta,K-12 Education,Guardian Watch,,570000,10-Jan,Seed,GuardianWatch.com,6.871232877,82954.54545,0,0,5,1183,361
9/1/2012,Startup,https://angel.co/company/guiabolso,São Paulo,Personal Finance,GuiaBolso,,11000000,51-200,Series A,guiabolso.com.br,7.290410959,1508831.266,1,0,125,20300,139
5/1/2013,Startup,https://angel.co/company/hcprtc-telehealth-networks,San Francisco,Real Time,HCPRTC - Telehealth Networks,,35000,10-Jan,Seed,HCPRTC.COM,6.62739726,5281.107896,0,0,5,12,21
5/1/2016,Startup,https://angel.co/company/hlo-1,Belgium,Mobile Games,HLO,,300000,10-Jan,Seed,herrmuttlobby.com,3.624657534,82766.43991,0,0,5,1185,1322
7/1/2015,Startup,https://angel.co/company/hookedapp,San Francisco,Digital Entertainment,HOOKED,,15150000,Nov-50,Series A,hooked.co,4.460273973,3396652.334,1,1,25,2640,84
8/1/2012,Startup,https://angel.co/company/hovr-it,Toronto,Comparison Shopping,HOVR.IT,,280000,10-Jan,Seed,hovr.it,7.375342466,37964.33878,0,0,5,666,813
9/1/2013,Startup,https://angel.co/company/hacemeunregalo-com-1,Buenos Aires Province,Mobile Advertising,HacemeUnRegalo.com,,20000,10-Jan,Seed,hacemeunregalo.com,6.290410959,3179.442509,0,0,5,0,0
12/1/2012,Startup,https://angel.co/company/hackerearth,San Francisco,College Recruiting,HackerEarth,,660000,51-200,Seed,hackerearth.com,7.04109589,93735.40856,0,0,125,19600,975
3/1/2014,Startup,https://angel.co/company/hammerhead,San Francisco,Fitness,Hammerhead,,4200000,Nov-50,Seed,hammerhead.io,5.794520548,724822.695,1,0,25,2681,1219
4/1/2014,Startup,https://angel.co/company/handprint,Miami,Mobile Advertising,Handprint,,175000,10-Jan,Seed,handprint.me,5.709589041,30650.19194,0,0,5,0,0
4/1/2015,Startup,https://angel.co/company/handstand,Los Angeles,Fitness,Handstand,,1000000,10-Jan,Seed,handstandapp.com,4.709589041,212332.7516,0,0,5,0,0
4/1/2014,Startup,https://angel.co/company/hang-w,Fountain Valley,Mobile Advertising,Hang w/,,2750000,Nov-50,Series A,Hangwith.com,5.709589041,481645.8733,1,0,25,4669,1382
2/1/2013,Startup,https://angel.co/company/hangtime-1,San Francisco,Mobile,Hangtime,,3195000,10-Jan,Seed,hangtime.com,6.871232877,464982.0574,1,0,5,1171,1737
1/1/2013,Startup,https://angel.co/company/happier,Boston,Personal Health,Happier,,4400000,10-Jan,Seed,happier.com,6.956164384,632532.4931,1,0,5,14300,857
1/1/2014,Startup,https://angel.co/company/happy-blue-fish,Rennes,Kids,Happy Blue Fish,,400000,10-Jan,Seed,happy-blue-fish.com,5.956164384,67157.31371,0,0,5,311,64
12/1/2014,Startup,https://angel.co/company/happy-mash,Sunnyvale,Social Media Platforms,Happy Mash,,200000,Nov-50,Seed,happymash.com,5.04109589,39673.91304,0,0,25,0,0
5/1/2016,Startup,https://angel.co/company/haptx,San Luis Obispo,Augmented Reality,HaptX,,5800000,Nov-50,Seed,haptx.com,3.624657534,1600151.172,1,0,25,0,0
4/1/2015,Startup,https://angel.co/company/hariken,Curitiba,Big Data Analytics,Hariken,,50000,10-Jan,Seed,hariken.co,4.709589041,10616.63758,0,0,5,0,0
2/1/2013,Startup,https://angel.co/company/harri1,London,Hospitality,Harri,,375000,51-200,Seed,harri.com,6.871232877,54575.35885,0,0,125,1436,2655
4/1/2014,Startup,https://angel.co/company/hashparade,Shreveport,Loyalty Programs,HashParade,,100000,10-Jan,Seed,hashparade.com,5.709589041,17514.39539,0,0,5,227,578
9/1/2013,Startup,https://angel.co/company/hashtago,Estonia,Online Video Advertising,Hashtago,,200000,Nov-50,Seed,hashtago.com,6.290410959,31794.42509,0,0,25,13,1
9/1/2012,Startup,https://angel.co/company/hassle-com,London,Location Based Services,Hassle.com,,6422500,51-200,Series A,hassle.com,7.290410959,880951.7099,1,0,125,0,0
9/1/2012,Startup,https://angel.co/company/hatch-5,New York City,Custom Retail,Hatch,,1000000,10-Jan,Seed,hatch.co,7.290410959,137166.4788,0,0,5,2011,522
8/1/2012,Startup,https://angel.co/company/haute,Los Angeles,Mobile Commerce,Haute,,250000,10-Jan,Seed,hauteapp.co,7.375342466,33896.73105,0,0,5,129,208
