joined,kind,link,location,market,name,,raised,size,stage,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric,followers,following
5/1/2013,Startup,https://angel.co/company/stylinity,New York City,Retail Technology,Stylinity Go2Buy,,1500000,10-Jan,Seed,go2b.uy,6.62739726,226333.1955,0,0,5,1701,3184
9/1/2014,Startup,https://angel.co/company/suite-twenty-four,New Mexico,Mobile Application,Suite Twenty Four,,10000,,Seed,SuiteTwentyFour.com,5.290410959,1890.212325,0,0,,0,0
6/1/2017,Startup,https://angel.co/company/sukihq,Redwood City,Technology,Suki,,20000000,Nov-50,Seed,suki.ai,2.539726027,7874865.156,1,1,25,1510,21
1/1/2013,Startup,https://angel.co/company/superawesome-1,London,Advertising Platforms,SuperAwesome,,7000000,51-200,Series A,superawesome.com,6.956164384,1006301.694,1,0,125,2750,669
7/1/2014,Startup,https://angel.co/company/superhi,London,Creative Industries,SuperHi,,250000,10-Jan,Seed,superhi.com,5.460273973,45785.24837,0,0,5,11300,4257
8/1/2015,Startup,https://angel.co/company/superdoc-app-ask-a-doctor,San Francisco,Mobile Health,Superdoc,,62000,Nov-50,Seed,play.google.com,4.375342466,14170.31935,0,0,25,463,690
1/1/2014,Startup,https://angel.co/company/supplyai,Mountain View,Retail Technology,SupplyAI,,125000,Nov-50,Seed,supply.ai,5.956164384,20986.66053,0,0,25,413,212
4/1/2013,Startup,https://angel.co/company/supplyframe,San Francisco,Developer Tools,Supplyframe,,15500000,51-200,Seed,supplyframe.com,6.709589041,2310126.582,1,1,125,3544,1106
10/1/2011,Startup,https://angel.co/company/surre-al,New York City,Virtual Worlds,Surre.al,,300000,10-Jan,Seed,surre.al,8.210958904,36536.53654,0,0,5,772,925
12/1/2012,Startup,https://angel.co/company/surround-app,Hong Kong,Small and Medium Businesses,Surround App,,15000,10-Jan,Seed,SurroundApp.asia,7.04109589,2130.350195,0,0,5,252,20
8/1/2013,Startup,https://angel.co/company/sutoriapp,San Francisco,Consumer,Sutori,,18000,10-Jan,Seed,sutori.com,6.375342466,2823.37774,0,0,5,0,0
5/1/2013,Startup,https://angel.co/company/suvola,Austin,Enterprise Security,Suvola,,945000,10-Jan,Seed,suvola.com,6.62739726,142589.9132,0,0,5,651,706
4/1/2013,Startup,https://angel.co/company/swapbox,San Francisco,Logistics,Swapbox,,800000,10-Jan,Seed,swapbox.com,6.709589041,119232.3397,0,0,5,219,90
5/1/2014,Startup,https://angel.co/company/swapcard,Paris,Productivity Software,Swapcard,,550000,Nov-50,Seed,swapcard.com,5.62739726,97736.12463,0,0,25,2182,1421
6/1/2017,Startup,https://angel.co/company/swaypay,San Mateo,Messaging,SwayPay,,1000000,10-Jan,Seed,swaypay.io,2.539726027,393743.2578,0,0,5,0,0
10/1/2012,Startup,https://angel.co/company/sweatguru,San Francisco,Fitness,SweatGuru,,500000,10-Jan,Seed,sweatguru.com,7.208219178,69365.26036,0,0,5,11200,18600
5/1/2016,Startup,https://angel.co/company/sweet-io,New York City,Loyalty Programs,Sweet,,7200000,Nov-50,Series A,sweet.io,3.624657534,1986394.558,1,0,25,0,0
3/1/2013,Startup,https://angel.co/company/switchboard,Portland,Communities,Switchboard,,550000,10-Jan,Seed,switchboardhq.com,6.794520548,80947.58065,0,0,5,2480,2178
4/1/2011,Startup,https://angel.co/company/symphony-2,Palo Alto,Small and Medium Businesses,Symphony,,600000,10-Jan,Seed,symphonytools.com,8.712328767,68867.92453,0,0,5,377,1302
3/1/2013,Startup,https://angel.co/company/synack,Austin,Crowdsourcing,Synack,,34000000,51-200,Series A,synack.com,6.794520548,5004032.258,1,1,125,20000,442
6/1/2013,Startup,https://angel.co/company/synapp-io,Atlanta,Email,Synapp.io,,45000,Nov-50,Seed,synapp.io,6.542465753,6878.140704,0,0,25,516,348
3/1/2013,Startup,https://angel.co/company/synapsify,Washington DC,,Synapsify,,1450000,10-Jan,Seed,gosynapsify.com,6.794520548,213407.2581,0,0,5,655,1749
10/1/2012,Startup,https://angel.co/company/synata,San Francisco,Enterprise Search,Synata,,1448000,10-Jan,Seed,synata.com,7.208219178,200881.794,0,0,5,1549,2071
4/1/2013,Startup,https://angel.co/company/syndical,Portland,Wine And Spirits,Syndical,,650000,10-Jan,Seed,syndical.com,6.709589041,96876.27603,0,0,5,210,59
5/1/2014,Startup,https://angel.co/company/sysclass,Plano,Global,SysClass,,729166,Nov-50,Seed,sysclass.com,5.62739726,129574.2892,0,0,25,0,0
6/1/2014,Startup,https://angel.co/company/tapquad-2,Milton,Mobile Games,TAPQUAD®️,,50000,10-Jan,Seed,tapquad.com,5.542465753,9021.255561,0,0,5,34,57
2/1/2013,Startup,https://angel.co/company/tatsavit,Bengaluru,BPO Services,TATSAVIT,,100000,Nov-50,Seed,tatsavit.com,6.871232877,14553.42903,0,0,25,10,80
8/1/2013,Startup,https://angel.co/company/taximotions,Lisbon,Real Time,TAXIMOTIONS,,100000,10-Jan,Seed,taximotions.com,6.375342466,15685.43189,0,0,5,0,0
1/1/2014,Startup,https://angel.co/company/the-bureau,New York City,Lifestyle Products,THE BUREAU,,580000,10-Jan,Seed,thebureaunewyork.com,5.956164384,97378.10488,0,0,5,2594,2671
8/1/2014,Startup,https://angel.co/company/thred-1,Berkeley,Personal Data,THRED,,6500000,Nov-50,Series A,thredhq.com,5.375342466,1209225.28,1,0,25,0,0
1/1/2013,Startup,https://angel.co/company/tinitt,Indianapolis,Mobile Games,TINITT,,10000,10-Jan,Seed,tinitt.com,6.956164384,1437.573848,0,0,5,37,10
2/1/2013,Startup,https://angel.co/company/trafi,Lithuania,Mobility,TRAFI,,7000000,Nov-50,Series A,trafi.com,6.871232877,1018740.032,1,0,25,1514,406
12/1/2014,Startup,https://angel.co/company/travo,Los Angeles,Algorithms,TRAVO,,2400000,10-Jan,Seed,travo.com,5.04109589,476086.9565,1,0,5,0,0
5/1/2012,Startup,https://angel.co/company/tuizzi,Porto,Advertising Exchanges,TUIZZI,,250000,10-Jan,Seed,tuizzi.com,7.62739726,32776.58046,0,0,5,442,1010
6/1/2013,Startup,https://angel.co/company/tymr,Porto,Location Based Services,TYMR,,5000,10-Jan,Seed,tymr.com,6.542465753,764.2378559,0,0,5,156,0
9/1/2014,Startup,https://angel.co/company/taduler,Calgary,Local Services,TaDuler,,221000,10-Jan,Seed,taduler.com,5.290410959,41773.69239,0,0,5,80,71
2/1/2015,Startup,https://angel.co/company/tabtrader,Amsterdam,Financial Exchanges,TabTrader,,183150,10-Jan,Seed,tab-trader.com,4.871232877,37598.28459,0,0,5,5780,1351
11/1/2015,Startup,https://angel.co/company/tabacus-initative,Miami,Universities,Tabacus Initative,,40000,10-Jan,Seed,Tabacusinitiative.com,4.123287671,9700.996678,0,0,5,0,0
6/1/2014,Startup,https://angel.co/company/tablelist,Boston,Mobile Commerce,Tablelist,,5000000,10-Jan,Series A,tablelist.com,5.542465753,902125.5561,1,0,5,4355,2011
4/1/2013,Startup,https://angel.co/company/tachyus,Silicon Valley,Sensors,Tachyus,,20200000,Nov-50,Series A,tachyus.com,6.709589041,3010616.578,1,1,25,445,63
2/1/2012,Startup,https://angel.co/company/tag-see,Paris,Brand,Tag&amp;See,,200000,10-Jan,Seed,tagandsee.com,7.873972603,25400.13918,0,0,5,719,1836
9/1/2014,Startup,https://angel.co/company/tag-bio,San Francisco,Big Data Analytics,Tag.bio,,250000,10-Jan,Seed,tag.bio,5.290410959,47255.30813,0,0,5,140,27
1/1/2012,Startup,https://angel.co/company/tagasauris,Santa Monica,Crowdsourcing,Tagasauris,,1000000,Nov-50,Seed,tagasauris.com,7.95890411,125645.4389,0,0,25,0,0
5/1/2012,Startup,https://angel.co/company/tailwind,Oklahoma City,Social Media Platforms,Tailwind,,1000000,Nov-50,Seed,tailwindapp.com,7.62739726,131106.3218,0,0,25,11300,3390
10/1/2013,Startup,https://angel.co/company/take-eat-easy,Europe,Restaurants,Take Eat Easy,,18383000,Nov-50,Series A,takeeateasy.be,6.208219178,2961074.581,1,1,25,0,0
8/1/2016,Startup,https://angel.co/company/taketask,Kraków,Productivity Software,TakeTask,,388500,Nov-50,Seed,taketask.com,3.37260274,115192.9326,0,0,25,0,0
7/1/2013,Startup,https://angel.co/company/talkto,Cambridge,Small and Medium Businesses,TalkTo,,3000000,10-Jan,Seed,talkto.com,6.460273973,464376.5903,1,0,5,0,0
2/1/2013,Startup,https://angel.co/company/tamatem,Amman,Mobile Games,Tamatem,,75000,Nov-50,Seed,tamatem.co,6.871232877,10915.07177,0,0,25,20900,2006
4/1/2013,Startup,https://angel.co/company/tandem-4,Orlando,,Tandem,,575000,10-Jan,Seed,intandem.io,6.709589041,85698.24418,0,0,5,0,0
7/1/2011,Startup,https://angel.co/company/taodyne,France,Presentations,Taodyne,,183000,10-Jan,Seed,taodyne.com,8.463013699,21623.50275,0,0,5,209,550
3/1/2012,Startup,https://angel.co/company/taplink,San Jose,Enterprise Security,TapLink,,360000,10-Jan,Seed,taplink.co,7.794520548,46186.29174,0,0,5,0,0
8/1/2015,Startup,https://angel.co/company/tapcart,Santa Monica,Mobile Commerce,Tapcart,,5135000,Nov-50,Seed,tapcart.com,4.375342466,1173622.417,1,0,25,114,17
5/1/2015,Startup,https://angel.co/company/taplytics,San Francisco,Optimization,Taplytics,,4800000,51-200,Seed,taplytics.com,4.62739726,1037300.178,1,0,125,1103,1156
5/1/2012,Startup,https://angel.co/company/tapstream,Vancouver,Android,Tapstream,,700000,Nov-50,Seed,tapstream.com,7.62739726,91774.42529,0,0,25,5561,3990
1/1/2016,Startup,https://angel.co/company/gettapt,New York City,College Campuses,Tapt,,100000,10-Jan,Seed,tapt.io,3.956164384,25277.00831,0,0,5,0,0
11/1/2011,Startup,https://angel.co/company/tareasplus,San Francisco,Tutoring,TareasPlus,,850000,10-Jan,Seed,tareasplus.com,8.126027397,104602.1578,0,0,5,3662,396
12/1/2013,Startup,https://angel.co/company/taylorandhart,London,Custom Retail,Taylor &amp; Hart,,800000,Nov-50,Seed,taylorandhart.com,6.04109589,132426.3039,0,0,25,2095,1967
1/1/2013,Startup,https://angel.co/company/teach-n-go,Amsterdam,Teachers,Teach 'n Go,,485000,10-Jan,Seed,teachngo.com,6.956164384,69722.33163,0,0,5,227,272
1/1/2016,Startup,https://angel.co/company/teampay,New York City,B2B,Teampay,,4000000,Nov-50,Seed,teampay.co,3.956164384,1011080.332,1,0,25,404,104
10/1/2014,Startup,https://angel.co/company/teampush-1,Mountain View,Fitness,Teampush,,300000,10-Jan,Seed,getteampush.com,5.208219178,57601.26249,0,0,5,0,0
1/1/2017,Startup,https://angel.co/company/teamscope-1,London,Hr Tech,Teamscope,,800000,10-Jan,Seed,teamscope.io,2.953424658,270871.9852,0,0,5,267,544
12/1/2011,Startup,https://angel.co/company/teburu,Tampa,Hospitality,Teburu,,230000,10-Jan,Seed,Teburu.com,8.043835616,28593.32425,0,0,5,174,210
3/1/2014,Startup,https://angel.co/company/techsquare-2,New Jersey,Consumer Electronics,TechSquare,,9000,10-Jan,Seed,Website,5.794520548,1553.191489,0,0,5,650,364
5/1/2014,Startup,https://angel.co/company/techmentis-global-services-2,Mumbai,Open Source,Techmentis Global Services,,132000,10-Jan,Seed,flinkiso.com,5.62739726,23456.66991,0,0,5,52,91
9/1/2012,Startup,https://angel.co/company/technorides,Dallas,SaaS,TechnoRides,,505000,10-Jan,Seed,technorides.com,7.290410959,69269.07178,0,0,5,310,914
11/1/2012,Startup,https://angel.co/company/teespring,San Francisco,Crowdfunding,Teespring,,61875000,Nov-50,Series A,teespring.com,7.123287671,8686298.077,1,1,25,63300,4162
8/1/2012,Startup,https://angel.co/company/teikametrics,Boston,Adtech,Teikametrics,,10000000,51-200,Series A,teikametrics.com,7.375342466,1355869.242,1,0,125,1855,878
4/1/2015,Startup,https://angel.co/company/telesign,Sunnyvale,Fraud Detection,TeleSign,,78000000,201-500,Series A,telesign.com,4.709589041,16561954.62,1,1,350,1791,2035
9/1/2012,Startup,https://angel.co/company/teleport,New York City,Consulting,Teleport,,450000,10-Jan,Seed,teleporthq.com,7.290410959,61724.91545,0,0,5,231,486
9/1/2012,Startup,https://angel.co/company/telestax-2,Austin,Telephony,Telestax,,90000,Nov-50,Seed,telestax.com,7.290410959,12344.98309,0,0,25,22200,22800
9/1/2013,Startup,https://angel.co/company/telimbic,San Jose,Personal Health,Telimbic,,300000,10-Jan,Seed,offline.com,6.290410959,47691.63763,0,0,5,0,0
2/1/2014,Startup,https://angel.co/company/telller,New York City,Content Discovery,Telller,,250000,10-Jan,Seed,telller.com,5.871232877,42580.49463,0,0,5,0,0
6/1/2016,Startup,https://angel.co/company/telluslabs,Boston,Geospatial,TellusLabs,,3000000,Nov-50,Seed,telluslabs.com,3.539726027,847523.2198,1,0,25,1509,1107
8/1/2012,Startup,https://angel.co/company/tempesta-media-1,Chicago,Advertising Platforms,Tempesta Media,,300000,10-Jan,Seed,TempestaMedia.com,7.375342466,40676.07727,0,0,5,5875,6086
7/1/2014,Startup,https://angel.co/company/tenxer,San Francisco,Human Resources,TenXer,,4700000,10-Jan,Series A,tenXer.com,5.460273973,860762.6693,1,0,5,771,343
2/1/2014,Startup,https://angel.co/company/tenjin,San Francisco,Mobile Advertising,Tenjin,,3067000,Nov-50,Seed,tenjin.io,5.871232877,522377.5082,1,0,25,418,238
10/1/2013,Startup,https://angel.co/company/termii,Lagos,Social Commerce,Termii,,6000,10-Jan,Seed,termii.com,6.208219178,966.4607237,0,0,5,0,0
4/1/2013,Startup,https://angel.co/company/terviu,Chile,Social Recruiting,Terviu,,300000,10-Jan,Seed,terviu.com,6.709589041,44712.1274,0,0,5,341,868
12/1/2013,Startup,https://angel.co/company/test-precision,-,Test and Measurement,Test Precision,,250000,10-Jan,Seed,bellcurvelabs.com,6.04109589,41383.21995,0,0,5,0,0
8/1/2014,Startup,https://angel.co/company/testnest,San Francisco,Mobile Games,TestNest,,150000,10-Jan,Seed,testnest.co,5.375342466,27905.19878,0,0,5,496,752
7/1/2012,Startup,https://angel.co/company/testif,Barcelona,Training,Testif,,46000,10-Jan,Seed,testif.com,7.460273973,6165.99339,0,0,5,0,0
11/1/2012,Startup,https://angel.co/company/testlio,-,Developer Tools,Testlio,,7250000,Nov-50,Series A,testlio.com,7.123287671,1017788.462,1,0,25,2232,566
2/1/2016,Startup,https://angel.co/company/texta,New York City,Messaging,Texta,,100000,10-Jan,Seed,playtexta.com,3.871232877,25831.56405,0,0,5,0,0
6/1/2015,Startup,https://angel.co/company/texting-base,Orlando,Group SMS,Texting Base,,200000,10-Jan,Seed,textingbase.com,4.542465753,44028.95054,0,0,5,15000,13700
10/1/2014,Startup,https://angel.co/company/textio,Seattle,Productivity Software,Textio,,49500000,51-200,Seed,textio.com,5.208219178,9504208.311,1,1,125,7821,1375
11/1/2013,Startup,https://angel.co/company/the-assets,Paris,Finance Technology,The Assets,,3000000,Nov-50,Series A,theassets.co,6.123287671,489932.8859,1,0,25,2313,2359
7/1/2012,Startup,https://angel.co/company/the-backscratchers,London,B2B,The Backscratchers,,200000,10-Jan,Seed,thebackscratchers.com,7.460273973,26808.66691,0,0,5,1107,192
9/1/2014,Startup,https://angel.co/company/the-best-song,Paris,Android,The Best Song,,333000,10-Jan,Seed,thebestsong.co,5.290410959,62944.07043,0,0,5,0,0
2/1/2014,Startup,https://angel.co/company/cirqle-3,London,Social Media,The Cirqle,,1165500,Nov-50,Seed,thecirqle.com,5.871232877,198510.266,0,0,25,0,0
6/1/2013,Startup,https://angel.co/company/the-city-game,Amsterdam,Mobile Games,The City Game,,120000,10-Jan,Seed,thecitygame.com,6.542465753,18341.70854,0,0,5,0,0
7/1/2013,Startup,https://angel.co/company/the-founder-1,London,Luxury,The Founder,,222000,10-Jan,Seed,thefounder.me,6.460273973,34363.86768,0,0,5,3143,3527
5/1/2013,Startup,https://angel.co/company/the-interest-network,London,Social Media Platforms,The Interest Network,,110000,10-Jan,Seed,Gather.ly,6.62739726,16597.76767,0,0,5,913,1851
1/1/2016,Startup,https://angel.co/company/the-pigeonhole,London,Reading Apps,The Pigeonhole,,655000,10-Jan,Seed,thepigeonhole.com,3.956164384,165564.4044,0,0,5,5788,4477
3/1/2014,Startup,https://angel.co/company/the-prosperous-shop,London,SaaS,The Prosperous Shop,,196500,10-Jan,Seed,theprosperousshop.com,5.794520548,33911.34752,0,0,5,0,0
10/1/2015,Startup,https://angel.co/company/the-right-place-1,Houston,Hospitals,The Right Place,,3600000,10-Jan,Seed,therightplace.com,4.208219178,855468.75,1,0,5,228,364
4/1/2013,Startup,https://angel.co/company/the-student-hive,Hod Hasharon,University Students,The Student Hive,,400000,Nov-50,Seed,StudentHive.com,6.709589041,59616.16987,0,0,25,0,0
6/1/2015,Startup,https://angel.co/company/theurbanroosters,Logroño,Digital Entertainment,The Urban Roosters,,150000,10-Jan,Seed,urbanroosters.com,4.542465753,33021.71291,0,0,5,252300,1214
11/1/2014,Startup,https://angel.co/company/the-zero-games,Mumbai,Mobile Games,The Zero Games,,350000,Nov-50,Seed,plakc.com,5.123287671,68315.50802,0,0,25,19,13
5/1/2014,Startup,https://angel.co/company/therightmargin,San Francisco,Productivity Software,TheRightMargin,,250000,10-Jan,Seed,therightmargin.com,5.62739726,44425.5112,0,0,5,386,432
5/1/2013,Startup,https://angel.co/company/thetakes-com,Moscow,Enterprise Resource Planning,TheTakes.com,,2000000,10-Jan,Series A,thetakes.com,6.62739726,301777.594,0,0,5,0,0
4/1/2013,Startup,https://angel.co/company/theatersolution,Sri Lanka,Film,TheaterSolution,,10000,10-Jan,Seed,theatersolution.com,6.709589041,1490.404247,0,0,5,0,0
1/1/2016,Startup,https://angel.co/company/thimbleinsurance,New York City,Insurance,Thimble,,28900000,Nov-50,Seed,thimble.com,3.956164384,7305055.402,1,1,25,692,89
12/1/2013,Startup,https://angel.co/company/thinkcx,Vancouver,Predictive Analytics,ThinkCX,,1350000,10-Jan,Seed,thinkcx.com,6.04109589,223469.3878,0,0,5,993,748
7/1/2012,Startup,https://angel.co/company/thinkful,New York City,Web Design,Thinkful,,20500000,51-200,Series A,thinkful.com,7.460273973,2747888.358,1,1,125,9621,1648
6/1/2013,Startup,https://angel.co/company/thinknum,New York City,Big Data,Thinknum,,1000000,Nov-50,Seed,thinknum.com,6.542465753,152847.5712,0,0,25,1371,30
7/1/2015,Startup,https://angel.co/company/thirdpartytrust,Chicago,Data Security,ThirdPartyTrust,,400000,10-Jan,Seed,thirdpartytrust.com,4.460273973,89680.58968,0,0,5,174,244
5/1/2014,Startup,https://angel.co/company/thirstie,Buenos Aires Province,B2B,Thirstie,,12000000,Nov-50,Series A,thirstie.com,5.62739726,2132424.537,1,0,25,3674,2691
11/1/2014,Startup,https://angel.co/company/thrively,Los Angeles,Families,Thrively,,615000,10-Jan,Seed,thrively.com,5.123287671,120040.107,0,0,5,3290,3884
3/1/2013,Startup,https://angel.co/company/throwmotion,Sunnyvale,Mobile Games,ThrowMotion,,450000,10-Jan,Seed,throwmotion.com,6.794520548,66229.83871,0,0,5,187,655
11/1/2013,Startup,https://angel.co/company/tizkka,Miami,Lifestyle,TiZKKA,,1343500,10-Jan,Seed,tizkka.com,6.123287671,219408.2774,0,0,5,897,4
2/1/2011,Startup,https://angel.co/company/ticies,Brasilia,Location Based Services,Ticies,,1000000,10-Jan,Seed,ticies.com,8.873972603,112689.1016,0,0,5,0,7
3/1/2014,Startup,https://angel.co/company/tickettext,London,Mobile Commerce,TicketText Group,,262000,Nov-50,Seed,tt-g.co.uk,5.794520548,45215.13002,0,0,25,2726,2375
3/1/2013,Startup,https://angel.co/company/tidbit-co,Atlanta,Small and Medium Businesses,Tidbit.co,,15000,10-Jan,Seed,tidbit.co,6.794520548,2207.66129,0,0,5,0,0
5/1/2013,Startup,https://angel.co/company/tilofy,Los Angeles,Consumer Behavior,Tilofy,,2000000,Nov-50,Seed,tilofy.com,6.62739726,301777.594,0,0,25,433,680
6/1/2015,Startup,https://angel.co/company/tilt365,Durham,Startups,Tilt365,,125000,10-Jan,Seed,tilt365.com,4.542465753,27518.09409,0,0,5,345,702
2/1/2014,Startup,https://angel.co/company/timesaverz,Mumbai,-,Timesaverz,,2537000,10-Jan,Series A,timesaverz.com,5.871232877,432106.8595,1,0,5,423,220
4/1/2015,Startup,https://angel.co/company/timokids,São Paulo,Digital Entertainment,Timokids,,100000,10-Jan,Seed,timokids.com.br,4.709589041,21233.27516,0,0,5,337,911
9/1/2013,Startup,https://angel.co/company/tinehealth,San Francisco,Augmented Reality,Tine Health,,650000,10-Jan,Seed,tinehealth.com,6.290410959,103331.8815,0,0,5,19,1
10/1/2016,Startup,https://angel.co/company/tinybytes,Santiago,Mobile Games,TinyBytes,,400000,10-Jan,Seed,tinybytes.com,3.205479452,124786.3248,0,0,5,416,250
7/1/2013,Startup,https://angel.co/company/tinybop,New York City,Kids,Tinybop,,6000000,10-Jan,Seed,tinybop.com,6.460273973,928753.1807,1,0,5,64100,2371
5/1/2011,Startup,https://angel.co/company/titanfile,Toronto,Insurance,TitanFile,,1350000,10-Jan,Seed,titanfile.com,8.630136986,156428.5714,0,0,5,755,625
3/1/2013,Startup,https://angel.co/company/tivix,San Francisco,Web Development,Tivix,,750000,51-200,Seed,tivix.com,6.794520548,110383.0645,0,0,125,839,1001
10/1/2013,Startup,https://angel.co/company/toborrow,Stockholm,Small and Medium Businesses,Toborrow,,2400000,10-Jan,Seed,toborrow.com,6.208219178,386584.2895,1,0,5,0,0
9/1/2013,Startup,https://angel.co/company/togethera,London,Families,Togethera,,760000,10-Jan,Seed,togethera.com,6.290410959,120818.8153,0,0,5,0,0
11/1/2014,Startup,https://angel.co/company/toky,Mexico City,VoIP,Toky,,100000,10-Jan,Seed,toky.co,5.123287671,19518.71658,0,0,5,792,156
7/1/2014,Startup,https://angel.co/company/tome-software,Royal Oak,Corporate Wellness,Tome Software,,250000,Nov-50,Seed,tomesoftware.com,5.460273973,45785.24837,0,0,25,197,51
1/1/2013,Startup,https://angel.co/company/tookitaki,Singapore,Banking,Tookitaki,,31200000,Nov-50,Series A,tookitaki.com,6.956164384,4485230.406,1,1,25,190,343
10/1/2016,Startup,https://angel.co/company/total-eclipse,Thessaloniki,Mobile Games,Total Eclipse,,643800,10-Jan,Seed,totaleclipsegames.com,3.205479452,200843.5897,0,0,5,646,567
4/1/2012,Startup,https://angel.co/company/total-management,Cleveland,Rental Housing,Total Management,,250000,10-Jan,Seed,totalmanagement.com,7.709589041,32427.14996,0,0,5,403,753
5/1/2014,Startup,https://angel.co/company/totefish,Los Angeles,Comparison Shopping,Totefish,,400000,10-Jan,Seed,totefish.com,5.62739726,71080.81792,0,0,5,2646,354
9/1/2012,Startup,https://angel.co/company/touchsurgery,London,Health Care Information Technology,Touch Surgery,,1500000,Nov-50,Seed,touchsurgery.com,7.290410959,205749.7182,0,0,25,6730,4716
7/1/2014,Startup,https://angel.co/company/trackbill,St. Louis,Governments,TrackBill,,635000,10-Jan,Seed,trackbill.com,5.460273973,116294.5309,0,0,5,4460,3765
9/1/2013,Startup,https://angel.co/company/trackif,Minnetonka,Retail,TrackIf,,10000000,Nov-50,Series A,trackif.com,6.290410959,1589721.254,1,0,25,3,22
8/1/2015,Startup,https://angel.co/company/trackingtime,Buenos Aires Province,B2B,TrackingTime,,35000,10-Jan,Seed,trackingtime.co,4.375342466,7999.373826,0,0,5,1517,1756
8/1/2012,Startup,https://angel.co/company/tracour-2,Cincinnati,Investment Management,Tracour,,335000,10-Jan,Seed,tracour.com,7.375342466,45421.61961,0,0,5,386,29
3/1/2014,Startup,https://angel.co/company/trafinity,Seattle,Content Discovery,Trafinity,,317500,10-Jan,Seed,trafinity.com,5.794520548,54793.14421,0,0,5,237,1821
2/1/2015,Startup,https://angel.co/company/training-amigo,New York City,Fitness,Training Amigo,,562500,10-Jan,Seed,trainingamigo.com,4.871232877,115473.847,0,0,5,514,1235
4/1/2012,Startup,https://angel.co/company/traity,Mountain View,Insurance,Traity,,4700000,Nov-50,Series A,traity.com,7.709589041,609630.4193,1,0,25,0,0
8/1/2014,Startup,https://angel.co/company/traktopro,São Paulo,Small and Medium Businesses,Trakto.io,,342000,10-Jan,Seed,trakto.io,5.375342466,63623.85321,0,0,5,0,0
8/1/2013,Startup,https://angel.co/company/transacxion-technologies,Atlanta,Small and Medium Businesses,TransacXion Technologies,,7900000,Nov-50,Seed,transacxion.com,6.375342466,1239149.119,1,0,25,0,0
1/1/2013,Startup,https://angel.co/company/transfergo,London,Mobile Payments,TransferGo,,3400000,51-200,Series A,transfergo.com,6.956164384,488775.1083,1,0,125,3019,739
8/1/2011,Startup,https://angel.co/company/transifex,Menlo Park,Translation,Transifex,,6500000,Nov-50,Series A,transifex.com,8.378082192,775833.8784,1,0,25,2082,282
5/1/2013,Startup,https://angel.co/company/transmetrics,Bulgaria,Predictive Analytics,Transmetrics,,1865000,Nov-50,Seed,transmetrics.eu,6.62739726,281407.6064,0,0,25,772,1085
11/1/2012,Startup,https://angel.co/company/transposehq,Seattle,Productivity Software,Transpose,,1560000,10-Jan,Seed,transpose.com,7.123287671,219000,0,0,5,5028,1987
3/1/2013,Startup,https://angel.co/company/tranwall,Western Australia,Credit Cards,Tranwall,,2300000,10-Jan,Seed,tranwall.com,6.794520548,338508.0645,1,0,5,0,0
9/1/2012,Startup,https://angel.co/company/travark,London,Social Travel,Travark,,470000,10-Jan,Seed,travark.com,7.290410959,64468.24502,0,0,5,1659,765
1/1/2014,Startup,https://angel.co/company/travedoc,Cambridge,Health and Insurance,TraveDoc,,500000,10-Jan,Seed,travedoc.com,5.956164384,83946.64213,0,0,5,0,0
3/1/2015,Startup,https://angel.co/company/travelperk,Barcelona,Software Engineering,TravelPerk,,28000000,201-500,Series A,travelperk.com,4.794520548,5840000,1,1,350,1899,1230
2/1/2014,Startup,https://angel.co/company/treatspace,Pittsburgh,Mobile Health,Treatspace,,25000,10-Jan,Seed,treatspace.com,5.871232877,4258.049463,0,0,5,557,433
3/1/2013,Startup,https://angel.co/company/treedom,Santa Monica,Carbon,Treedom,,2815000,10-Jan,Series A,treedom.net,6.794520548,414304.4355,1,0,5,0,0
4/1/2012,Startup,https://angel.co/company/trendabl,New York City,Photo Sharing,Trendabl,,1200000,10-Jan,Seed,trendabl.com,7.709589041,155650.3198,0,0,5,0,0
10/1/2015,Startup,https://angel.co/company/trestor,Chandigarh,Smart City,Trestor,,1000000,Nov-50,Seed,trestor.org,4.208219178,237630.2083,0,0,25,18000,9
1/1/2015,Startup,https://angel.co/company/triangle-gs,San Francisco,Web Hosting,Triangle.gs,,420000,10-Jan,Seed,triangle.gs,4.956164384,84742.95191,0,0,5,0,0
1/1/2012,Startup,https://angel.co/company/tribe-studios,Finland,Simulation,Tribe Studios - acquired by @palringo,,650000,10-Jan,Seed,dramagame.com,7.95890411,81669.53528,0,0,5,0,0
2/1/2015,Startup,https://angel.co/company/trineba,New York City,Data Security,Trineba Technologies,,625000,10-Jan,Seed,trineba.com,4.871232877,128304.2745,0,0,5,68,192
3/1/2013,Startup,https://angel.co/company/trinket,Durham,Developer Tools,Trinket,,375000,10-Jan,Seed,trinket.io,6.794520548,55191.53226,0,0,5,2796,2014
7/1/2015,Startup,https://angel.co/company/trinnect,Espoo,Mobile Health,Trinnect,,25000,10-Jan,Seed,trinnect.fi,4.460273973,5605.036855,0,0,5,0,0
7/1/2013,Startup,https://angel.co/company/tripgems,Amsterdam,Social Travel,TripGems,,135000,10-Jan,Seed,tripgems.com,6.460273973,20896.94656,0,0,5,1628,871
4/1/2013,Startup,https://angel.co/company/tripeese,San Francisco,Tourism,Tripeese,,50000,10-Jan,Seed,tripeese.com,6.709589041,7452.021233,0,0,5,424,909
